LVPos;LVText;EntityType;Layer;Handle;Length;Area
;;Polyline;DFK_Ainring$0$DFK_Gebäude;8AFA;33.845;67.677
;;Polyline;DFK_Ainring$0$DFK_Gebäude;8AF9;12.386;0
;;Polyline;DFK_Ainring$0$DFK_Gebäude;8AF8;16.656;15.603
;;Line;DFK_Ainring$0$DFK_Gebäude;8AE1;6.797;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ADC;33.257;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ADB;12.199;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ADA;15.906;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AD9;5.485;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AD8;12.9;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AD5;8.161;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AD4;10.006;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AD3;10.006;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ACD;2.848;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ACC;2.857;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ACB;5.233;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ACA;0.282;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AC3;1.157;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AC2;1.222;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AC1;1.201;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AC0;1.199;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ABF;1.143;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ABE;7.063;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ABD;11.148;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ABC;6.323;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ABB;1.728;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8ABA;2.489;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AB9;1.636;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AB1;0.143;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AAE;2.366;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AAD;2.974;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AAC;2.899;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AAB;5.408;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AAA;2.987;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AA6;6.328;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AA5;7.917;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AA4;17.478;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8AA3;7.536;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8A9D;2.87;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8A9C;5.489;0
;;Line;DFK_Ainring$0$DFK_Gebäude;8A9B;2.852;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A68;3.435;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A67;2.998;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A66;2.772;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A65;2.808;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A64;2.785;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A63;3.008;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A62;3.16;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A61;6.953;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A60;2.401;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A5F;25.123;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A5E;0.901;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A5D;4.125;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A5C;4.771;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A5B;5.276;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A5A;3.014;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A59;3.193;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A58;6.957;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A57;20.505;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A56;11.92;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A55;30.958;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A54;2.635;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A53;31.537;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A52;9.196;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A51;36.202;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A50;18.473;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A4F;7.127;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A4E;2.139;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A4D;32.042;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A4C;16.481;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A4B;35.504;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A4A;1.091;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A49;15.688;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A48;19.436;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A47;7.877;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A46;5.85;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A45;10.339;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A44;14.368;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A43;26.956;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A42;1.429;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A41;1.457;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A40;1.5;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A3F;17.644;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A3E;1.95;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A3D;27.611;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A3C;15.158;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A3B;12.978;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A3A;2.805;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A39;9.375;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A38;7.08;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A37;21.583;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A36;24.437;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A35;1.032;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A34;23.37;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A33;8.779;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A32;18.682;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A31;7.2;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A30;4.442;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A2F;3.618;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A2E;4.468;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A2D;5.234;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A2C;7.943;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A2B;4.32;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A2A;5.404;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A29;4.297;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A28;4.065;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A27;31.452;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A26;2.499;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A25;3.753;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A24;17.311;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A23;32.352;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A22;8.511;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A21;33.208;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A20;7.543;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A1F;21.362;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A1E;1.366;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A1D;10.054;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A1C;3.316;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A1B;22.618;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A1A;7.567;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A19;1.981;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A18;0.233;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A17;1.881;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A16;3.092;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A15;8.771;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A14;13.586;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A13;0.539;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A12;4.043;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A11;12.917;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A10;2.288;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A0F;0.986;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A0E;3.114;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A0D;1.516;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A0C;1.667;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A0B;2.135;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A0A;14.996;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A09;8.546;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A08;7.44;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A07;6.073;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A06;4.838;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A05;4.931;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A04;8.492;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A03;8.074;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A02;6.672;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A01;24.496;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8A00;17.96;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89FF;60.454;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89FE;16.413;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89FD;42.001;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89FC;6.75;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89FB;4.775;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89FA;6.72;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89F9;3.923;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89F8;14.39;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89F7;16.493;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89F5;6.723;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89F4;6.695;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89F3;6.153;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89F2;5.137;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89F1;3.451;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89F0;4.623;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89EF;6.024;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89EE;4.405;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89ED;6.325;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89EC;9.766;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89EB;3.548;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89EA;11.114;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89E9;17.3;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89E8;11.015;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89E7;5.477;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89E6;17.943;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89E5;14.181;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89E4;6.06;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89E3;14.228;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89E2;5.577;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89E1;1.894;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89E0;2.573;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89DF;2.94;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89DE;6.953;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89DD;7.083;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89DC;22.312;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89DB;2.444;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89DA;3.887;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89D9;2.369;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89D8;2.412;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89D7;50.36;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89D6;43.35;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89D5;2;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89D4;43.402;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89D3;50.229;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89D2;2.542;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89D1;2.527;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89D0;2.628;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89CF;2.888;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89CE;14.678;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89CD;1.816;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89CC;1.865;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89CB;14.04;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89CA;0.255;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89C9;10.696;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89C8;8.997;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89C7;14.037;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89C6;12.245;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89C5;23.337;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89C4;2.414;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89C3;28.7;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89C2;24.884;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89C1;2.001;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89C0;19.13;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89BF;2.449;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89BE;3.305;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89BD;2.433;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89BC;3.666;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89BB;4.642;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89BA;11.832;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89B9;9.438;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89B8;9.037;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89B7;9.755;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89B6;1.397;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89B5;15.134;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89B4;9.025;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89B3;13.767;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89B2;28.107;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89B1;24.26;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89B0;8.014;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89AF;12.257;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89AE;17.186;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89AD;14.288;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89AC;20.52;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89AB;0.591;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89AA;6.982;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89A9;10.081;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89A8;0.098;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89A7;1.343;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89A6;8.091;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89A5;6.002;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89A4;20.358;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89A3;4.314;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89A2;8.125;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89A1;13.034;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;89A0;15.812;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;899F;12.307;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;899E;2.32;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;899D;10.503;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;899C;12.402;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;899B;9.89;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;899A;7.422;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8999;7.359;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8998;8.031;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8997;5.56;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8996;31.151;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8995;17.746;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8994;5.003;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8993;2.017;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8992;2.086;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8991;2.714;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;8990;18.42;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;898F;6.839;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;898E;9.224;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;898D;6.812;0
;;Line;DFK_Ainring$0$DFK_Grenzlinie;898C;10.909;0
;;Polyline2d;F_Beschriftung;63DD;2.401;0
;;Polyline2d;0;63CC;4.468;0
;;Polyline2d;0;63C3;5.937;0
;;Polyline2d;0;63BA;4.312;0
;;Polyline2d;0;63B1;4.312;0
;;Polyline2d;0;63A8;5.494;0
;;Polyline2d;0;639F;4.312;0
;;Polyline2d;0;6396;4.312;0
;;Polyline2d;0;638D;4.312;0
;;Polyline2d;0;6384;4.312;0
;;Polyline2d;F_Beschriftung;635C;2.796;0
;;Polyline;F_Tok;6307;7.289;0
;;Polyline2d;F_Tok;62FE;14.339;0
;;Polyline;F_Asphalt;62FD;154.755;171.809
;;Polyline;F_Tok;62FB;143.909;0
;;Polyline;F_Tok;62FA;21.891;0
;;Polyline;F_Tok;62F9;19.872;0
;;Polyline2d;0;62F3;12.573;0
;;Polyline;F_Leistenstein_Granit;62F2;12.575;0
;;Polyline;F_Leistenstein_Granit_Best;62F1;12.857;0
;;Polyline2d;F_1zeiler_ Großpflaster_Granit;62EC;11.044;0
;;Polyline2d;F_1zeiler_Granit;62E7;11.046;0
;;Polyline2d;0;62E2;11.048;0
;;Polyline2d;F_Pflaster_neu;62DB;7.644;0
;;Polyline2d;F_Beschriftung;60F1;1.768;0
;;Polyline2d;F_Beschriftung;60E8;6.086;0
;;Polyline2d;0;60E4;2.888;0
;;Polyline2d;F_1zeiler_Granit;60E0;2.866;0
;;Polyline;F_1zeiler_Granit;60DF;19.548;0
;;Polyline;F_1zeiler_Granit;60DE;19.548;0
;;Polyline;F_Leistenstein_Granit;60D4;11.612;0
;;Polyline;F_Leistenstein_Granit;60D3;0;0
;;Polyline;F_Leistenstein_Granit;60D2;69.342;0
;;Polyline2d;F_Tok;60CC;9.497;0
;;Polyline2d;F_Tok;60B9;16.171;0
;;Polyline2d;F_Tok;60B4;3.559;0
;;Polyline2d;F_Tok;60B0;1.578;0
;;Polyline2d;F_Tok;60AB;2.954;0
;;Polyline2d;F_Tok;60A7;1.36;0
;;Polyline2d;F_Tok;60A3;5.037;0
;;Polyline2d;F_Tok;609C;12.863;0
;;Polyline;F_1zeiler_Granit;608C;9.382;0
;;Polyline;F_Leistenstein_Beton;608B;13.784;0
;;Polyline;F_Leistenstein_Beton;6081;2.734;0
;;Polyline2d;0;6038;4.312;0
;;Polyline;F_Asphaltfläche_Privat_3;5FE7;4.194;0
;;Polyline2d;0;5FE3;0.2;0
;;Polyline2d;0;5FDF;0.2;0
;;Polyline2d;F_Beschriftung;5FAD;9.327;0
;;Polyline2d;F_Leistenstein_Granit;5F9C;1.3;0
;;Polyline2d;F_Leistenstein_Granit;5F98;1.3;0
;;Polyline2d;0;5F54;9.305;0
;;Polyline2d;0;5F50;0.191;0
;;Polyline2d;0;5F11;277.124;0
;;Polyline2d;0;5EFC;42.707;0
;;Polyline2d;F_Beschriftung;5E90;2.267;0
;;Polyline2d;F_1zeiler_Granit;5E8B;8.592;0
;;Polyline;F_1zeiler_Granit;5E8A;22.148;0
;;Polyline;F_1zeiler_Granit;5E89;1.176;0
;;Polyline;F_2zeiler_Granit;5E88;0.173;0
;;Polyline;F_1zeiler_Granit;5E87;23.751;0
;;Polyline;F_1zeiler_Granit;5E86;4.037;0
;;Polyline;F_1zeiler_Granit;5E85;17.748;0
;;Polyline;F_1zeiler_Granit;5E84;1.51;0
;;Circle;F_Lampe;5E70;0.628;0.031
;;Circle;F_Lampe;5E6F;0.628;0.031
;;Circle;F_Lampe;5E6E;0.628;0.031
;;Circle;F_Lampe;5E6D;0.628;0.031
;;Circle;F_Lampe;5E6C;0.628;0.031
;;Circle;F_Lampe;5E6B;0.628;0.031
;;Circle;F_Lampe;5E6A;0.628;0.031
;;Circle;F_Lampe;5E69;0.628;0.031
;;Circle;F_Lampe;5E68;0.628;0.031
;;Circle;F_Lampe;5E67;0.628;0.031
;;Polyline;0;5E66;0.668;0
;;Polyline2d;0;5E62;1.3;0
;;Polyline2d;0;5E5E;0.249;0
;;Polyline2d;0;5E5A;0.25;0
;;Polyline;0;5E59;3.243;0.41
;;Polyline;F_Leistenstein_Granit;5E57;45.099;0
;;Polyline2d;0;5E53;1.3;0
;;Polyline2d;0;5E4F;0.442;0
;;Polyline2d;0;5E4B;0.249;0
;;Polyline2d;0;5E47;0.25;0
;;Polyline;0;5E46;4.034;0
;;Polyline;F_Bankett;5E45;39.149;6.502
;;Polyline;0;5E44;2.578;0
;;Polyline;F_Leistenstein_Granit;5E43;25.561;0
;;Polyline;F_Leistenstein_Granit;5E42;5.693;0
;;Circle;F_SD;5E41;2.513;0.503
;;Polyline2d;F_Kies;5E35;19.877;0
;;Polyline;F_Asphaltfläche;5E34;318.589;158.09
;;Polyline;F_1zeiler_Granit;5D32;6.823;0
;;Polyline2d;F_1zeiler_Granit;5D2B;20.469;0
;;Polyline;F_1zeiler_Granit;5D29;9.296;0
;;Polyline;F_1zeiler_Granit;5D28;5.577;0
;;Polyline;F_1zeiler_Granit;5D27;6.629;0
;;Polyline;F_1zeiler_Granit;5D26;6.969;0
;;Polyline;F_1zeiler_Granit;5D25;9.512;0
;;Polyline;F_1zeiler_Granit;5D24;5.961;0
;;Polyline2d;F_1zeiler_Granit;5D1D;4.53;0
;;Polyline;F_1zeiler_Granit;5D1C;20.832;0
;;Polyline;F_1zeiler_Granit;5D1B;6.823;0
;;Polyline;F_2zeiler_Granit;5D1A;23.148;0
;;Polyline;F_Leistenstein_Granit;5D19;62.632;0
;;Polyline;F_Leistenstein_Granit;5D18;38.546;0
;;Polyline;F_Leistenstein_Granit;5D17;24.739;0
;;Polyline;F_Leistenstein_Granit;5D16;70.055;0
;;Polyline;0;5D15;29.676;0
;;Polyline2d;F_3zeiler_Granit;5D10;12.607;0
;;Polyline2d;F_3zeiler_Granit;5D0B;12.607;0
;;Polyline2d;F_3zeiler_Granit;5D06;12.608;0
;;Polyline2d;F_Leistenstein_Granit;5D01;7.794;0
;;Polyline2d;F_Leistenstein_Granit;5CFD;7.282;0
;;Polyline;F_Leistenstein_Granit;5CFC;7.137;0
;;Polyline;F_Leistenstein_Beton_Best;5CFB;30.687;0
;;Polyline2d;F_Leistenstein_Beton;5CF6;2.709;0
;;Polyline;F_Leistenstein_Beton;5CF5;13.628;0
;;Polyline;F_Leistenstein_Beton;5CF4;0.344;0
;;Polyline2d;F_Leistenstein_Beton;5CF0;2.058;0
;;Polyline2d;F_Leistenstein_Beton;5CE0;64.268;0
;;Polyline;F_Gelände;5C97;5.602;0
;;Polyline2d;0;5C90;2.302;0
;;Polyline;F_Bankett;5C8F;14.559;0
;;Polyline;F_Gelände;5C8E;6.432;0
;;Polyline;F_Humusfläche_4;5C8D;36.005;16.482
;;Polyline;F_Bankett;5C8C;16.053;2.1
;;Polyline2d;0;5C87;7.793;0
;;Polyline;F_Asphaltfläche_Privat_5;5C86;14.396;11.369
;;Circle;F_SD;5C85;2.513;0.503
;;Polyline;F_Bankett;5C84;15.306;0
;;Polyline;F_Plaster_ausbau;5C83;11.505;7.259
;;Polyline2d;0;5C7D;3.8;0
;;Polyline;F_Gelände;5C7C;19.537;0
;;Polyline;F_Gelände;5C7B;6.82;0
;;Polyline2d;F_SSK_50x50;5C75;1.914;0
;;Polyline2d;F_SSK_50x50;5C6F;2;0
;;Polyline2d;F_SSK_50x50;5C69;1.914;0
;;Polyline2d;F_SSK_50x50;5C63;2;0
;;Polyline2d;F_SSK_50x50;5C5D;1.914;0
;;Polyline2d;F_SSK_50x50;5C57;2;0
;;Polyline;F_Gelände;5C56;75.402;0
;;Circle;F_SD;5C55;2.513;0.503
;;Polyline2d;F_SSK_50x50;5C4F;1.914;0
;;Polyline2d;F_SSK_50x50;5C49;2;0
;;Polyline2d;F_SSK_50x50;5C43;1.914;0
;;Polyline2d;F_SSK_50x50;5C3D;2;0
;;Polyline2d;F_SSK_50x50;5C37;1.914;0
;;Polyline2d;F_SSK_50x50;5C31;2;0
;;Arc;0;5C2F;0.005;0
;;Polyline;F_Humusfläche_2;5C2E;208.49;78.986
;;Polyline2d;F_SSK_50x50;5C28;1.914;0
;;Polyline2d;F_SSK_50x50;5C22;2;0
;;Circle;F_Schieber;5C21;0.628;0.031
